province,fsa,population_2016,lim_at_prevalence,lim_at_count,sac_rural_category,clc_rural_indicator,clc_rural_label,clc_low_income_indicator,clc_low_income_label,female,black,indigenous,unemployment_rate,youth_15_to_24,youth_15_to_29,french_speakers,french_first_official_language,immigrant
Ontario,M1M,22913,0.187,4215,1,0,Not Rural,0,Not Low Income,11855,1970,335,0.094,2995,4180,1665,230,9125
Ontario,M2K,23852,0.237,5535,1,0,Not Rural,1,Low Income,12710,550,55,0.075,2725,5125,2060,295,13790
Ontario,M2L,11717,0.147,1705,1,0,Not Rural,0,Not Low Income,6100,500,40,0.08199999999999999,1735,2430,1645,160,5810
Ontario,M4N,15330,0.095,1450,1,0,Not Rural,0,Not Low Income,8070,255,65,0.075,2010,2785,2870,350,3860
Ontario,L2S,19006,0.165,3100,1,0,Not Rural,0,Not Low Income,9900,570,425,0.067,2695,3920,1470,425,3630
Ontario,L2T,10684,0.185,1940,1,0,Not Rural,0,Not Low Income,5495,245,185,0.084,1950,2710,890,220,2025
Ontario,L2V,16268,0.154,2490,1,0,Not Rural,0,Not Low Income,8225,515,515,0.087,2580,3730,1010,270,2160
Ontario,L2W,2043,0.204,415,1,0,Not Rural,1,Low Income,1075,135,45,0.071,350,440,175,20,590
Ontario,L3X,42239,0.091,3850,1,0,Not Rural,0,Not Low Income,21685,1410,430,0.063,6425,8415,3355,550,14520
Ontario,L4B,35858,0.174,6225,1,0,Not Rural,0,Not Low Income,18590,550,60,0.07200000000000001,4525,7070,2390,190,23355
Ontario,L4C,71152,0.179,12655,1,0,Not Rural,0,Not Low Income,36850,1640,245,0.07400000000000001,9395,13575,5280,605,38420
Ontario,L8W,25793,0.139,3545,1,0,Not Rural,0,Not Low Income,13485,1625,470,0.066,4055,5665,1165,320,7965
Ontario,L9A,24904,0.153,3770,1,0,Not Rural,0,Not Low Income,12875,1025,495,0.076,3110,4845,1205,290,6600
Ontario,L9B,24033,0.10800000000000001,2545,1,0,Not Rural,0,Not Low Income,12565,1215,320,0.069,3535,4800,1285,295,7580
Ontario,M4P,20039,0.2,4000,1,0,Not Rural,1,Low Income,10925,820,190,0.073,1950,4400,3130,570,7320
Ontario,M4R,11394,0.099,1125,1,0,Not Rural,0,Not Low Income,6030,220,85,0.07400000000000001,1370,2235,2125,225,3030
Ontario,M4S,26506,0.145,3745,1,0,Not Rural,0,Not Low Income,14390,830,160,0.066,2315,4900,3885,610,8410
Ontario,M4T,10463,0.10099999999999999,1045,1,0,Not Rural,0,Not Low Income,5690,170,75,0.057,1045,1795,2020,275,2495
Ontario,L6A,85794,0.094,7990,1,0,Not Rural,0,Not Low Income,43830,3065,145,0.059000000000000004,12110,16935,5285,535,40375
Ontario,M6R,19857,0.12,2320,1,0,Not Rural,0,Not Low Income,10280,510,230,0.055999999999999994,1730,3515,4160,490,4325
Ontario,M6S,34299,0.121,4110,1,0,Not Rural,0,Not Low Income,18245,1735,380,0.062,3245,5445,5730,745,9815
Ontario,M8V,37975,0.209,7870,1,0,Not Rural,1,Low Income,19675,2570,490,0.07,3740,7335,3960,725,14855
Ontario,M8Z,17038,0.075,1235,1,0,Not Rural,0,Not Low Income,8535,275,140,0.054000000000000006,1765,2965,1555,280,6020
Ontario,M9A,35594,0.145,5080,1,0,Not Rural,0,Not Low Income,18910,2335,220,0.067,4275,6900,3585,530,14405
Ontario,M9L,11950,0.188,2245,1,0,Not Rural,0,Not Low Income,6125,1710,15,0.092,1665,2460,370,40,7010
Ontario,M4E,25044,0.111,2765,1,0,Not Rural,0,Not Low Income,13080,615,350,0.067,2575,3755,3990,535,4920
Ontario,M4G,19076,0.078,1465,1,0,Not Rural,0,Not Low Income,10060,340,175,0.068,2330,3100,2900,345,4270
Ontario,M4H,19688,0.47700000000000004,9270,1,0,Not Rural,1,Low Income,10065,1065,80,0.133,2325,3695,870,145,12765
Ontario,L6B,29411,0.09699999999999999,2820,1,0,Not Rural,0,Not Low Income,15230,1490,130,0.068,3315,4915,1875,240,15280
British Columbia,V2X,47944,0.126,5900,1,0,Not Rural,0,Not Low Income,24620,565,2240,0.054000000000000006,5890,8610,2930,535,8965
Ontario,L6X,67070,0.10300000000000001,6885,1,0,Not Rural,0,Not Low Income,34055,11005,575,0.084,9325,13775,3735,690,33710
Ontario,L6Y,87654,0.139,12055,1,0,Not Rural,0,Not Low Income,43935,8630,465,0.091,13450,20080,4585,725,48920
Ontario,L6Z,32749,0.087,2840,1,0,Not Rural,0,Not Low Income,16605,3825,345,0.075,4740,6940,1915,395,13060
Ontario,L7A,80236,0.08800000000000001,7075,1,0,Not Rural,0,Not Low Income,40685,16270,380,0.08199999999999999,11225,16575,4610,775,42675
Ontario,L7B,14863,0.076,1115,1,0,Not Rural,0,Not Low Income,7410,315,50,0.042,1980,2675,1110,105,4205
Ontario,L7C,24632,0.06,1470,1,0,Not Rural,0,Not Low Income,12345,1215,260,0.052000000000000005,3210,4545,1590,210,7985
Ontario,L7G,46057,0.049,2205,1,0,Not Rural,0,Not Low Income,23390,470,605,0.053,6610,8610,3810,900,7470
Ontario,L7K,8231,0.067,545,1,0,Not Rural,0,Not Low Income,4070,130,95,0.044000000000000004,1120,1480,600,95,1360
Ontario,L7L,46761,0.064,2915,1,0,Not Rural,0,Not Low Income,24165,935,395,0.053,5330,7420,4330,680,11300
Ontario,L7M,47925,0.057,2695,1,0,Not Rural,0,Not Low Income,24655,1215,395,0.057,6045,8310,4220,820,12325
Ontario,L5J,28089,0.09699999999999999,2695,1,0,Not Rural,0,Not Low Income,14495,1350,395,0.073,3640,5275,2745,450,9695
Ontario,L5K,13967,0.175,2385,1,0,Not Rural,0,Not Low Income,7200,900,135,0.095,1910,2685,1165,240,5760
Ontario,L5L,44860,0.127,5645,1,0,Not Rural,0,Not Low Income,23160,3485,315,0.083,6905,9740,3790,645,19520
Ontario,L5M,104868,0.139,14485,1,0,Not Rural,0,Not Low Income,53630,5380,350,0.087,16795,23220,8470,1060,62100
Ontario,L5R,37126,0.153,5680,1,0,Not Rural,0,Not Low Income,19155,2720,90,0.085,5275,8130,2415,315,23500
British Columbia,V2Y,35222,0.111,3855,1,0,Not Rural,0,Not Low Income,18040,405,940,0.048,4220,6665,1735,290,9250
British Columbia,V5E,26272,0.233,5965,1,0,Not Rural,1,Low Income,13590,590,445,0.063,3065,5225,1180,175,14040
British Columbia,V5G,19862,0.152,2950,1,0,Not Rural,0,Not Low Income,10145,245,375,0.061,2645,4065,1050,140,9560
Ontario,M1W,48471,0.209,9960,1,0,Not Rural,1,Low Income,25615,2875,115,0.102,5975,9225,2395,365,32190
Ontario,M1X,15097,0.091,1375,1,0,Not Rural,0,Not Low Income,7690,1145,60,0.083,2320,3450,750,55,9410
Ontario,M2H,24497,0.20800000000000002,5040,1,0,Not Rural,1,Low Income,12955,1065,65,0.08800000000000001,3290,4890,1625,210,16035
Ontario,M2N,75897,0.289,21755,1,0,Not Rural,1,Low Income,40280,1605,220,0.085,10245,18635,5895,830,44555
Ontario,M2P,7843,0.142,1110,1,0,Not Rural,0,Not Low Income,4105,155,30,0.077,1125,1525,1120,135,3615
Ontario,N2H,21058,0.154,3195,1,0,Not Rural,0,Not Low Income,10590,270,535,0.063,2200,4365,1850,305,3145
Ontario,N2J,18659,0.17300000000000001,3190,1,0,Not Rural,0,Not Low Income,9450,270,285,0.069,3290,5110,1545,265,3705
British Columbia,V5H,38845,0.304,11745,1,0,Not Rural,1,Low Income,20130,445,500,0.07,5245,9210,1940,305,22960
British Columbia,V8S,17102,0.109,1830,1,0,Not Rural,0,Not Low Income,9285,50,250,0.055999999999999994,1710,2540,2755,260,3500
British Columbia,V8T,20136,0.256,4785,1,0,Not Rural,1,Low Income,10400,445,1120,0.062,2745,5080,2125,315,3595
Ontario,N2V,16900,0.092,1525,1,0,Not Rural,0,Not Low Income,8560,285,155,0.07400000000000001,2725,3645,1330,110,5550
Ontario,N3A,16123,0.054000000000000006,855,1,0,Not Rural,0,Not Low Income,8210,105,320,0.036000000000000004,1705,2490,760,115,1485
Ontario,L4E,52207,0.12300000000000001,6405,1,0,Not Rural,0,Not Low Income,26450,1115,165,0.062,6595,9025,4540,440,26650
Ontario,L4G,55445,0.08900000000000001,4875,1,0,Not Rural,0,Not Low Income,28500,1210,400,0.059000000000000004,7990,10750,5260,695,16510
Ontario,L9C,40155,0.14,5495,1,0,Not Rural,0,Not Low Income,20755,2055,725,0.076,5555,8035,2210,485,11030
Ontario,L9J,596,0.109,65,1,0,Not Rural,0,Not Low Income,300,20,15,0.045,85,135,20,10,130
Ontario,M4J,35738,0.17,6050,1,0,Not Rural,0,Not Low Income,18435,2010,605,0.071,3440,5435,4690,765,11555
Ontario,L6H,60913,0.1,6045,1,0,Not Rural,0,Not Low Income,31375,1625,420,0.069,9650,12795,6805,985,21185
Ontario,L6J,24673,0.07400000000000001,1790,1,0,Not Rural,0,Not Low Income,12720,525,130,0.071,3790,4695,3350,370,7700
Ontario,L6K,13009,0.161,2065,1,0,Not Rural,0,Not Low Income,6955,480,200,0.066,1540,2305,1400,270,5010
Ontario,L9Z,20647,0.126,2565,3,0,Not Rural,0,Not Low Income,10615,150,605,0.085,1740,2415,1210,440,3570
Ontario,M3C,39153,0.27699999999999997,10645,1,0,Not Rural,1,Low Income,20755,3025,165,0.096,4625,7275,2975,590,22535
Ontario,M3H,37011,0.153,5625,1,0,Not Rural,0,Not Low Income,19480,1255,130,0.065,4545,6840,2565,420,17230
Ontario,M9M,22263,0.204,4545,1,0,Not Rural,1,Low Income,11580,4390,120,0.09300000000000001,3095,4635,835,165,12905
Ontario,M9N,25074,0.262,6490,1,0,Not Rural,1,Low Income,13210,7540,215,0.094,3170,5000,1330,275,11805
Ontario,M9P,20874,0.157,3170,1,0,Not Rural,0,Not Low Income,11285,2635,50,0.08,2405,3485,1435,175,8835
Ontario,M3B,13324,0.11900000000000001,1565,1,0,Not Rural,0,Not Low Income,6970,185,20,0.065,1695,2265,1570,160,6265
Ontario,M3L,17339,0.179,3095,1,0,Not Rural,0,Not Low Income,9075,3330,85,0.087,2375,3405,560,105,10205
Ontario,M1K,48434,0.24600000000000002,11905,1,0,Not Rural,1,Low Income,25120,5795,680,0.08900000000000001,6200,9515,2500,500,26745
Ontario,M1L,35081,0.27699999999999997,9465,1,0,Not Rural,1,Low Income,18060,4445,420,0.10800000000000001,4440,6710,2110,450,17820
Ontario,M1N,22136,0.146,3145,1,0,Not Rural,0,Not Low Income,11485,945,390,0.08800000000000001,2440,3530,1880,360,6125
Ontario,M5A,41078,0.317,12375,1,0,Not Rural,1,Low Income,19190,4935,755,0.076,4630,9640,5620,1270,14730
Ontario,M5B,12785,0.327,3885,1,0,Not Rural,1,Low Income,6035,950,140,0.102,2870,4980,1690,375,4935
Ontario,M5C,2951,0.145,400,1,0,Not Rural,0,Not Low Income,1435,265,35,0.068,235,730,425,75,990
Ontario,M5E,9118,0.14,1270,1,0,Not Rural,0,Not Low Income,4560,455,95,0.043,705,2570,1335,255,3405
Ontario,M5G,8423,0.373,3120,1,0,Not Rural,1,Low Income,4505,230,80,0.07400000000000001,2155,3835,915,140,3435
Ontario,M5H,2005,0.179,350,1,0,Not Rural,0,Not Low Income,960,60,15,0.049,275,765,295,55,765
Ontario,M5J,14545,0.146,2110,1,0,Not Rural,0,Not Low Income,7145,405,70,0.048,1710,4765,2000,400,5960
Ontario,M5M,25975,0.076,1980,1,0,Not Rural,0,Not Low Income,13685,360,45,0.057999999999999996,3385,4280,3455,350,6640
Ontario,L7R,15866,0.122,1930,1,0,Not Rural,0,Not Low Income,8325,385,175,0.059000000000000004,1630,2725,1430,280,3245
Ontario,L7S,12191,0.12300000000000001,1450,1,0,Not Rural,0,Not Low Income,6625,235,180,0.068,1110,1880,1025,245,3305
Ontario,L7T,17728,0.08900000000000001,1550,1,0,Not Rural,0,Not Low Income,9315,315,240,0.063,1790,2735,1620,320,3740
Ontario,L8H,25892,0.22399999999999998,5775,1,0,Not Rural,1,Low Income,13050,1080,1490,0.085,3120,4960,1200,410,4370
Ontario,L8J,24381,0.092,2205,1,0,Not Rural,0,Not Low Income,12455,810,445,0.055999999999999994,3510,5055,1075,240,5845
Ontario,L8K,31449,0.158,4965,1,0,Not Rural,0,Not Low Income,16345,1065,910,0.085,3490,5600,1700,445,7615
Ontario,L4T,38445,0.217,8290,1,0,Not Rural,1,Low Income,19215,7040,305,0.107,5600,8425,1520,245,23100
Ontario,L4V,5,NA,NA,NA,NA,Not Rural,NA,(Missing),x,NA,NA,NA,NA,NA,NA,NA,NA
Ontario,L4W,20761,0.10300000000000001,2065,1,0,Not Rural,0,Not Low Income,10905,870,115,0.062,2425,3540,1415,180,10485
Ontario,L2H,25616,0.115,2885,1,0,Not Rural,0,Not Low Income,13200,495,460,0.062,3295,4485,1955,445,6420
Ontario,L2J,14463,0.109,1555,1,0,Not Rural,0,Not Low Income,7520,230,335,0.071,1635,2325,1000,235,2930
Ontario,M6H,44950,0.165,7370,1,0,Not Rural,0,Not Low Income,22695,2200,510,0.07200000000000001,4635,10280,5580,740,17260
Ontario,M5V,49195,0.162,7905,1,0,Not Rural,0,Not Low Income,24240,2560,480,0.051,5800,18675,7125,1375,16245
Ontario,M6A,21048,0.24100000000000002,4860,1,0,Not Rural,1,Low Income,11890,2975,115,0.092,2895,4110,1245,210,10150
Ontario,M6B,28522,0.155,4350,1,0,Not Rural,0,Not Low Income,15340,1510,170,0.077,3485,5470,1960,265,13710
Ontario,M2R,40792,0.23199999999999998,9370,1,0,Not Rural,1,Low Income,21850,1375,135,0.091,5085,7645,2665,425,26780
Ontario,M3A,34615,0.205,7095,1,0,Not Rural,1,Low Income,18245,3920,300,0.091,4635,6955,3545,665,17140
Ontario,N1G,27330,0.12,3205,1,0,Not Rural,0,Not Low Income,14015,615,325,0.067,4815,6825,2925,390,6235
Ontario,N1H,43789,0.13699999999999998,5925,1,0,Not Rural,0,Not Low Income,22505,1105,830,0.065,5495,8920,3750,535,8800
Ontario,N1K,9266,0.053,490,1,0,Not Rural,0,Not Low Income,4610,125,60,0.059000000000000004,1420,2025,510,65,3130
Ontario,N1L,14311,0.076,1075,1,0,Not Rural,0,Not Low Income,7375,370,110,0.054000000000000006,2185,3140,1375,180,3790
Ontario,N1M,15998,0.081,1260,3,0,Not Rural,0,Not Low Income,8075,70,390,0.044000000000000004,1820,2715,1010,140,1675
Ontario,M6J,32684,0.149,4720,1,0,Not Rural,0,Not Low Income,16625,1100,300,0.06,3155,8335,4375,605,10225
Ontario,M6K,40957,0.245,9665,1,0,Not Rural,1,Low Income,20370,3135,775,0.068,3940,10730,4705,800,15195
Ontario,M6L,20616,0.231,4655,1,0,Not Rural,1,Low Income,11005,3745,60,0.084,2755,4035,800,120,10765
Ontario,N3B,12418,0.08199999999999999,990,1,0,Not Rural,0,Not Low Income,6420,30,135,0.032,1550,2245,515,65,825
Ontario,N3C,26662,0.055999999999999994,1480,1,0,Not Rural,0,Not Low Income,13320,615,465,0.055999999999999994,3400,4845,1530,320,4355
Ontario,N3E,279,0.054000000000000006,15,NA,NA,Not Rural,0,Not Low Income,135,0,0,0,50,75,35,10,100
Ontario,L4N,98663,0.111,10790,1,0,Not Rural,0,Not Low Income,50795,2715,3480,0.073,13505,19710,6930,2035,13115
Ontario,L4S,35803,0.155,5475,1,0,Not Rural,0,Not Low Income,18380,570,35,0.068,5545,7380,2820,220,22805
Ontario,L8P,22734,0.252,5565,1,0,Not Rural,1,Low Income,11530,905,495,0.07,2500,5210,2785,410,5030
Ontario,L8R,10817,0.354,3585,1,0,Not Rural,1,Low Income,5460,1055,190,0.08900000000000001,1300,2360,690,165,3660
Ontario,L6L,29742,0.081,2385,1,0,Not Rural,0,Not Low Income,15395,660,220,0.065,3485,4550,3515,640,9175
Ontario,L6M,65493,0.098,6400,1,0,Not Rural,0,Not Low Income,33725,2230,445,0.071,9000,11515,7935,1225,25780
Ontario,L6P,82182,0.09,7385,1,0,Not Rural,0,Not Low Income,41005,8515,170,0.075,12295,17790,3630,260,47605
Ontario,L6R,88002,0.106,9250,1,0,Not Rural,0,Not Low Income,44470,11620,175,0.087,13480,19220,4205,410,52170
Ontario,M1C,35626,0.08199999999999999,2880,1,0,Not Rural,0,Not Low Income,18160,3275,375,0.07400000000000001,5065,7195,2360,310,15840
Ontario,M1H,24383,0.23800000000000002,5750,1,0,Not Rural,1,Low Income,12600,2405,180,0.08900000000000001,3290,5285,1135,185,13970
Ontario,M3J,25473,0.24600000000000002,6265,1,0,Not Rural,1,Low Income,12800,4515,135,0.10800000000000001,4435,7080,1145,225,14345
Ontario,M3K,5997,0.151,905,1,0,Not Rural,0,Not Low Income,3070,380,25,0.068,730,1110,270,40,3115
Ontario,M9R,33743,0.21,7065,1,0,Not Rural,1,Low Income,17410,6795,115,0.09300000000000001,4365,6445,2200,545,17120
Ontario,M9V,55959,0.235,13015,1,0,Not Rural,1,Low Income,28510,12735,335,0.111,8805,12845,2130,420,34585
Ontario,M9W,40684,0.18100000000000002,7270,1,0,Not Rural,0,Not Low Income,20715,7965,215,0.10099999999999999,6080,9215,2000,335,21310
Ontario,N0B,80222,0.071,5595,3,0,Not Rural,0,Not Low Income,39955,365,980,0.037000000000000005,10415,13920,4480,700,8815
Ontario,N0E,34772,0.099,3365,3,0,Not Rural,0,Not Low Income,17110,135,915,0.059000000000000004,4160,5790,1080,265,3795
Ontario,N0H,48330,0.126,5760,5,1,Rural,0,Not Low Income,24390,190,2935,0.062,4525,6730,2635,430,4100
Ontario,N0N,40649,0.079,3080,2,0,Not Rural,0,Not Low Income,20550,185,1655,0.068,4670,6695,2295,480,2855
Ontario,N0P,52190,0.132,6695,3,0,Not Rural,0,Not Low Income,25790,580,1725,0.066,6055,8495,3595,1300,4760
Ontario,N0R,46403,0.065,2930,1,0,Not Rural,0,Not Low Income,22975,540,1380,0.045,5695,7780,6620,2155,4355
Ontario,N1C,3829,0.031,120,1,0,Not Rural,0,Not Low Income,1945,35,20,0.055999999999999994,655,795,425,70,795
Ontario,N1E,40591,0.1,4000,1,0,Not Rural,0,Not Low Income,20885,675,700,0.053,4585,7555,3325,490,6420
Ontario,M3M,24046,0.20199999999999999,4855,1,0,Not Rural,1,Low Income,12655,4190,205,0.077,2995,4585,945,170,13505
Ontario,M3N,41958,0.318,13220,1,0,Not Rural,1,Low Income,22380,11910,325,0.131,6350,9195,1345,320,24415
Alberta,T5T,69914,0.095,6575,1,0,Not Rural,0,Not Low Income,35840,3360,4425,0.079,8840,14420,4515,1240,22695
Alberta,T5V,146,NA,NA,1,0,Not Rural,NA,(Missing),75,0,0,0.222,20,30,5,0,10
Alberta,T5W,20652,0.156,3185,1,0,Not Rural,0,Not Low Income,10175,2000,2075,0.11699999999999999,2385,3960,1305,500,4160
Ontario,N8N,24162,0.06,1430,1,0,Not Rural,0,Not Low Income,12490,390,570,0.047,3190,4305,3205,815,4205
Ontario,N8P,12195,0.068,805,1,0,Not Rural,0,Not Low Income,6450,300,175,0.06,1220,1750,1355,390,3925
Ontario,N5V,30857,0.193,5915,1,0,Not Rural,0,Not Low Income,15600,1345,1145,0.094,4930,7150,1575,380,5460
Ontario,P4R,4847,0.081,390,3,0,Not Rural,0,Not Low Income,2405,10,425,0.06,690,890,3240,2390,130
Ontario,N5Y,34037,0.298,10125,1,0,Not Rural,1,Low Income,17245,1440,1195,0.09699999999999999,5525,8840,2370,500,7500
Ontario,N5Z,23755,0.249,5875,1,0,Not Rural,1,Low Income,12150,1255,1180,0.083,2940,4680,1340,295,4615
Ontario,N6A,11317,0.22899999999999998,2420,1,0,Not Rural,1,Low Income,5805,190,185,0.08900000000000001,2320,3970,1215,135,1700
Ontario,N6B,10103,0.326,3115,1,0,Not Rural,1,Low Income,4725,325,335,0.099,1300,2850,905,145,1540
Ontario,N9A,25160,0.452,10895,1,0,Not Rural,1,Low Income,12645,1715,760,0.126,3340,5520,2030,540,8665
Ontario,N9B,17804,0.365,6500,1,0,Not Rural,1,Low Income,8745,1270,410,0.135,3650,5355,1395,235,5915
Ontario,N9C,11484,0.434,4920,1,0,Not Rural,1,Low Income,5640,1055,395,0.139,2090,3210,740,230,2780
Ontario,P1A,16586,0.168,2740,2,0,Not Rural,0,Not Low Income,8745,115,1800,0.091,1870,2875,4035,1910,860
Ontario,P1B,32345,0.192,5835,2,0,Not Rural,0,Not Low Income,16710,135,3940,0.10099999999999999,4125,6450,8510,4335,1650
Ontario,P1C,3395,0.031,105,2,0,Not Rural,0,Not Low Income,1705,40,200,0.071,555,665,830,315,265
Manitoba,R3V,6400,0.11699999999999999,725,1,0,Not Rural,0,Not Low Income,3275,380,795,0.069,925,1370,1180,535,1060
Ontario,P7E,20997,0.16,3250,1,0,Not Rural,0,Not Low Income,10800,100,2715,0.076,2495,3950,1295,345,1395
Ontario,P9N,14009,0.111,1455,3,0,Not Rural,0,Not Low Income,7155,35,3415,0.077,1630,2480,950,200,735
Manitoba,R1B,252,NA,NA,NA,NA,Not Rural,NA,(Missing),135,0,10,0,5,10,15,5,20
Manitoba,R1C,3714,0.078,290,1,0,Not Rural,0,Not Low Income,1805,0,370,0.05,530,695,225,45,295
Saskatchewan,S4H,11193,0.096,1045,3,0,Not Rural,0,Not Low Income,5785,135,385,0.071,1330,2145,230,70,1000
Saskatchewan,S4L,5646,0.027999999999999997,160,1,0,Not Rural,0,Not Low Income,2800,100,195,0.037000000000000005,690,890,285,35,290
Saskatchewan,S4N,31167,0.131,4080,1,0,Not Rural,0,Not Low Income,15475,1255,3885,0.064,4415,7220,1560,335,5765
Alberta,T4B,48548,0.057999999999999996,2785,1,0,Not Rural,0,Not Low Income,24300,1425,2285,0.083,5160,8710,3875,935,6085
Alberta,T4C,30566,0.057,1730,1,0,Not Rural,0,Not Low Income,15440,195,1290,0.071,3265,5155,2875,640,3800
Manitoba,R3J,27636,0.11,2940,1,0,Not Rural,0,Not Low Income,14125,495,3000,0.057,3095,5175,2435,465,4205
Manitoba,R3K,12444,0.08199999999999999,1000,1,0,Not Rural,0,Not Low Income,6435,140,895,0.048,1390,2010,1045,220,1470
Manitoba,R3L,20078,0.18600000000000003,3630,1,0,Not Rural,0,Not Low Income,10295,715,2175,0.068,2485,5460,2555,510,3080
Manitoba,R3M,22582,0.128,2830,1,0,Not Rural,0,Not Low Income,11800,400,1850,0.053,2740,4880,2780,405,4325
Alberta,T2B,23418,0.152,3540,1,0,Not Rural,0,Not Low Income,11345,1280,1800,0.109,2635,4335,1135,415,5655
Manitoba,R3W,9845,0.065,615,1,0,Not Rural,0,Not Low Income,5005,345,685,0.068,1245,1840,820,155,2275
Manitoba,R3X,17962,0.054000000000000006,970,1,0,Not Rural,0,Not Low Income,9110,540,1350,0.04,2380,3195,3230,1155,3700
Manitoba,R3Y,21896,0.11199999999999999,2425,1,0,Not Rural,0,Not Low Income,10930,980,750,0.053,3425,4910,1705,285,7790
Manitoba,R4A,4520,0.040999999999999995,175,1,0,Not Rural,0,Not Low Income,2300,30,435,0.040999999999999995,545,715,290,35,625
Ontario,N6C,30510,0.149,4480,1,0,Not Rural,0,Not Low Income,16120,665,755,0.069,3380,5780,2355,360,4685
Alberta,T5A,35049,0.14300000000000002,4930,1,0,Not Rural,0,Not Low Income,17725,3695,3205,0.10099999999999999,4455,7340,2155,880,9110
Alberta,T5B,15746,0.19,2955,1,0,Not Rural,0,Not Low Income,7620,1075,2070,0.114,2015,3380,1005,350,3755
Alberta,T5C,16192,0.161,2545,1,0,Not Rural,0,Not Low Income,8045,1780,1610,0.10800000000000001,2090,3230,1030,380,4310
Alberta,T5E,32242,0.153,4765,1,0,Not Rural,0,Not Low Income,16135,2855,2450,0.10400000000000001,3950,6400,1780,580,9040
Alberta,T2C,20406,0.078,1545,1,0,Not Rural,0,Not Low Income,9815,640,880,0.084,2490,3935,1120,325,3850
Alberta,T2E,34729,0.13,4345,1,0,Not Rural,0,Not Low Income,17500,1980,1415,0.092,3005,7095,2970,650,8005
Ontario,L1Y,2005,0.096,190,1,0,Not Rural,0,Not Low Income,980,10,40,0.049,270,390,140,30,250
Alberta,T2N,26342,0.10300000000000001,2510,1,0,Not Rural,0,Not Low Income,13395,515,565,0.08199999999999999,3560,6715,3395,475,4730
Alberta,T2R,13879,0.135,1870,1,0,Not Rural,0,Not Low Income,6495,535,290,0.077,1360,4730,1755,305,4150
Alberta,T2S,14637,0.08800000000000001,1260,1,0,Not Rural,0,Not Low Income,7435,230,355,0.078,1575,3690,2140,335,2570
Alberta,T2T,29706,0.099,2880,1,0,Not Rural,0,Not Low Income,14860,825,830,0.073,2980,6715,4320,765,5035
Ontario,N6E,27508,0.217,5855,1,0,Not Rural,1,Low Income,14095,1125,695,0.077,3795,5715,1400,285,8400
Ontario,N6K,34766,0.11199999999999999,3830,1,0,Not Rural,0,Not Low Income,18190,600,535,0.063,4090,5665,2840,450,6910
Ontario,N6M,5747,0.052000000000000005,295,1,0,Not Rural,0,Not Low Income,2960,235,55,0.043,710,970,590,105,1480
Ontario,N6N,671,0.10400000000000001,70,1,0,Not Rural,0,Not Low Income,315,0,10,0.054000000000000006,75,100,20,10,90
Ontario,L1Z,28446,0.09300000000000001,2635,1,0,Not Rural,0,Not Low Income,14490,5205,120,0.077,3515,5145,2475,500,12765
Ontario,N3H,21544,0.126,2630,1,0,Not Rural,0,Not Low Income,11090,490,415,0.063,2505,3845,1030,245,3195
Ontario,N9E,20688,0.102,2105,1,0,Not Rural,0,Not Low Income,10560,325,235,0.062,2880,3905,2110,285,6320
Ontario,N3S,25765,0.218,5530,1,0,Not Rural,1,Low Income,13230,545,2370,0.078,3120,4990,1115,255,3025
Ontario,N3T,34317,0.146,4895,1,0,Not Rural,0,Not Low Income,17505,820,1500,0.066,4145,6160,1850,325,4915
Ontario,N3V,1607,0.053,85,1,0,Not Rural,0,Not Low Income,795,20,85,0.051,235,305,70,5,170
Ontario,N3Y,22419,0.147,3170,3,0,Not Rural,0,Not Low Income,11545,285,650,0.086,2495,3675,745,185,2160
Ontario,N4G,19389,0.132,2520,3,0,Not Rural,0,Not Low Income,10085,115,405,0.059000000000000004,2010,3010,570,190,2410
Ontario,N4T,10818,0.066,710,3,0,Not Rural,0,Not Low Income,5650,245,205,0.043,1195,1730,685,150,1440
Ontario,N5C,14856,0.105,1535,3,0,Not Rural,0,Not Low Income,7465,55,330,0.055999999999999994,1840,2700,555,90,885
Ontario,N5L,2795,0.09699999999999999,270,1,0,Not Rural,0,Not Low Income,1455,25,45,0.032,225,315,155,25,285
Ontario,N5P,19945,0.157,3075,1,0,Not Rural,0,Not Low Income,10045,140,545,0.06,2170,3260,940,185,1725
Ontario,N6L,3023,0.129,365,1,0,Not Rural,0,Not Low Income,1530,75,30,0.079,370,595,235,50,1135
Ontario,N6P,8796,0.055,480,1,0,Not Rural,0,Not Low Income,4475,135,55,0.035,945,1320,615,90,1515
Ontario,N7M,24479,0.19,4530,3,0,Not Rural,0,Not Low Income,12595,875,840,0.08199999999999999,2815,4135,1730,465,2015
Ontario,N7T,26347,0.259,6545,2,0,Not Rural,1,Low Income,13585,475,1960,0.121,3235,5265,1745,570,2675
Manitoba,R2C,33556,0.084,2785,1,0,Not Rural,0,Not Low Income,16960,885,3975,0.063,4305,6600,3075,755,5205
Saskatchewan,S4P,13423,0.247,3060,1,0,Not Rural,1,Low Income,6905,495,1555,0.067,1345,2620,780,190,2335
Saskatchewan,S4R,35561,0.122,4290,1,0,Not Rural,0,Not Low Income,17995,1145,4430,0.061,4125,6970,1565,295,5605
Ontario,N2P,19975,0.085,1675,1,0,Not Rural,0,Not Low Income,10155,720,265,0.059000000000000004,2685,3920,1430,260,4730
Ontario,N2R,12302,0.068,840,1,0,Not Rural,0,Not Low Income,6130,420,110,0.055,1450,2415,805,125,3820
